tweets,likes,time
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 09:44:19
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 09:37:57
"RT @gisellestudies: @studywithndrea ini bukan buku self improvement sihhh, lebih ke classics tapi bagus juga kokk!!

- 1984 by george orwel…",0,2021-07-08 09:20:45
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 09:14:52
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:54:50
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:39:47
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:35:32
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:32:53
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:24:28
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:23:43
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:22:31
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:21:04
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:20:09
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:18:27
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:16:34
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:13:15
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:09:57
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:08:06
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:07:13
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:07:10
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:06:11
"RT @HorrorHammer1: The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, de…",0,2021-07-08 08:05:11
"The Picture of Dorian Gray (1945) The original canvas of the final version of Dorian Gray's portrait - the corrupted, decrepit Dorian painted by Ivan Albright - hangs in the Art Institute Chicago. @artinstitutechi https://t.co/5zBkAaiUBW",265,2021-07-08 08:04:19
"@secundino02 The alchemist 
The picture of Dorian Gray 

Divine Error 
https://t.co/vUydh8d89I",0,2021-07-08 08:02:14
"@NathanMohri Atomic habits 
Thinking fast and slow 
The picture of Dorian Gray 

Divine Error 
https://t.co/vUydh8d89I",1,2021-07-08 07:56:58
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-08 07:54:15
Oscar Wilde’s The Picture of Dorian Gray (best book cover ever!) https://t.co/lx0o86Q1Yz,17,2021-07-08 07:35:13
Läser sent omsider The Picture of Dorian Gray och inser att det inte är en superkomplimang när folk skämtar att jag har en tavla på vinden.,11,2021-07-08 07:33:10
"@studywithndrea ini bukan buku self improvement sihhh, lebih ke classics tapi bagus juga kokk!!

- 1984 by george orwell
- the great gatsby by f.scott fitzgerald
- the picture of dorian gray by oscar wilde
- jane eyre by charlotte brontë

itu bagus” banget!! reviewnya juga baguss",98,2021-07-08 07:00:40
@NMamatas Madame Bovary (Flaubert); The Picture of Dorian Gray (Oscar Wilde).,0,2021-07-08 06:38:01
"RT @Louise_Salome_: Some things are more precious 
 because they don't last long.
You will always be fond of me. 
I represent to you all th…",0,2021-07-08 06:33:14
"RT @picodonian: Oscar Wilde - The Picture of Dorian Gray
抑揚がない。おやすみ。 https://t.co/YRVREH1iPq",0,2021-07-08 06:12:06
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-08 05:20:45
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-08 05:16:24
"The Picture of Dorian Gray - Oscar Wilde

""Knowledge would be fatal. It is the uncertainty that charms one. A mist makes things wonderful.""",1,2021-07-08 04:54:03
@HStylesPeru The picture of dorian gray #PremiosMTVMIAW #MTVLAGLOBALGOLDEN #MTVLACRUSHHARRY,0,2021-07-08 04:52:50
@saturnmuses ARE YOU READINF THE PICTURE OF DORIAN GRAY,1,2021-07-08 04:42:46
"RT @xoxoItsNotDan: “Fin de siêcle,” murmured Lord Henry.
“Fin du globe,” answered his hostess.     
   – 'The Picture of Dorian Gray', Osca…",0,2021-07-08 04:08:12
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-08 04:05:37
RT @darkmacademia: The Picture of Dorian Gray original manuscript hand written by Oscar Wilde https://t.co/vhyXPxqVA2,0,2021-07-08 03:55:40
@goodreads The picture of Dorian gray,0,2021-07-08 03:51:47
i kinda. wanna read the picture of dorian gray……,0,2021-07-08 03:20:16
@knowyourdevil “It is the stupid and the ugly who have the best of it in this world.” - Oscar Wilde (The Picture of Dorian Gray),1,2021-07-08 03:13:38
my favorite pastime is reading summaries to books and movies and i always ALWAYS have to reread the summary to the picture of dorian gray bc im like wow this is so good but the moment i tried to actually read it i was like 🥱🥱🥱,1,2021-07-08 03:09:31
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-08 02:57:48
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-08 02:53:45
"“Nothing can cure the soul but the senses, just as nothing can cure the senses but the soul.”
—Oscar Wilde, The Picture of Dorian Gray

What is healing your soul or senses lately? https://t.co/yPkBIPn674",1,2021-07-08 02:47:36
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-08 01:33:10
@sarahjmarchese hey!! I’d love to hear more about your wip ☺️ I’m currently working on a retelling of the picture of dorian gray!,3,2021-07-08 01:23:43
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-08 01:15:50
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-08 00:56:54
"@MAMelby Similarly, as an editor who reads for a living, it takes a lot of effort &amp; ENERGY to just sit down and read. Then, I have to take extreme effort to shut off the editor part of my brain. This is why I still haven't finished The Picture of Dorian Gray - it's been years of trying",0,2021-07-08 00:40:02
"@psonfanblog Dracula, Frankenstein, Dr. Jekyll and Mr Hyde, The Picture of Dorian Gray, Peter Pan, Alice in Wonderland, Tom Sawyer, Huckleberry Finn, A Christmas Carol #ProdigalSon #SaveProdigalSon",2,2021-07-08 00:05:47
"RT @GreyXyla: ""What of Art?
-It is a malady.
--Love?
-An Illusion.
--Religion?
-The fashionable substitute for Belief.
--You are a sceptic.…",0,2021-07-07 23:50:23
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-07 23:30:40
"@WolfgangReid The alchemist 
The picture of Dorian Gray 

Divine Error 
https://t.co/vUydh8d89I",0,2021-07-07 23:02:21
"@OwzyBrand Atomic habits 
The picture of Dorian Gray 

Midnight prince 
https://t.co/Q0UrxAWzBn",0,2021-07-07 22:52:59
Mini Book Review: The Picture of Dorian Gray by Oscar Wilde https://t.co/qZz7BsbHoY,0,2021-07-07 22:21:01
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 22:18:06
"RT @xoxoItsNotDan: “Fin de siêcle,” murmured Lord Henry.
“Fin du globe,” answered his hostess.     
   – 'The Picture of Dorian Gray', Osca…",0,2021-07-07 21:33:03
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 21:30:29
"Leanne Dyck's blog: Book Review:  The Picture of Dorian Gray by Oscar Wilde (horror) explores what can happen to a man's life when he is manipulated by the wrong influence.

https://t.co/YW8VvMkdMM",0,2021-07-07 21:26:46
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 21:11:35
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 21:01:10
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 20:58:10
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 20:56:55
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 20:56:54
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 20:55:47
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 20:39:42
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 20:21:44
RT @blakandblack: @pvcannon @annaclarity1 @CapesJoy @Grumpyoldwombat @eurimbla13 @JennyPineapple2 @kate_eviva @MondayIdas @WgarNews @WhteRb…,0,2021-07-07 20:19:41
current read: The Picture of Dorian Gray - Oscar Wilde https://t.co/HQeFL9iOxi,1,2021-07-07 20:19:28
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 20:14:21
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 20:14:04
RT @blakandblack: @pvcannon @annaclarity1 @CapesJoy @Grumpyoldwombat @eurimbla13 @JennyPineapple2 @kate_eviva @MondayIdas @WgarNews @WhteRb…,0,2021-07-07 20:08:46
RT @blakandblack: @pvcannon @annaclarity1 @CapesJoy @Grumpyoldwombat @eurimbla13 @JennyPineapple2 @kate_eviva @MondayIdas @WgarNews @WhteRb…,0,2021-07-07 20:03:23
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 19:49:54
Im actually going to read The picture of Dorian Gray again because i love it,0,2021-07-07 19:47:49
"RT @Cursive72422030: ""Nothing can cure the soul but the senses, just as nothing can cure the senses but the soul.""
Oscar Wilde, ""The Pictur…",0,2021-07-07 19:35:08
"RT @GreyXyla: ""What of Art?
-It is a malady.
--Love?
-An Illusion.
--Religion?
-The fashionable substitute for Belief.
--You are a sceptic.…",0,2021-07-07 19:24:19
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 19:21:22
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-07 19:18:09
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 19:06:27
The picture of dorian gray https://t.co/VSDrqcg2Ob,0,2021-07-07 18:49:04
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 18:38:07
RT @Buzzersplace: Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,0,2021-07-07 18:36:28
Angela Lansbury and Hurd Hatfield in a publicity shot for The Picture Of Dorian Gray (1945) https://t.co/kfYuih6rhK,53,2021-07-07 18:28:59
"@AsteriiXx_ the picture of dorian gray
(la version anglaise)",1,2021-07-07 18:22:51
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 18:01:56
"Classic book recommendation No.7: The Picture of Dorian Gray by Oscar Wilde.
Summary from: Goodreads 

#STUDY #Anonymous #education #helpingothers #book #BookRecommendation #classic #classicbooks #ThePictureofDorianGray #OscarWilde https://t.co/xULcg8DYCM",2,2021-07-07 17:52:25
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 17:40:06
"RT @DeeringRachel: “I have one aim—the grotesque. If I am not grotesque, I am nothing."" 

Aubrey Beardsley. Art editor also of The Yellow B…",0,2021-07-07 17:29:59
"I plan on making a film adaptation of 
The Picture of Dorian Gray 🔪🖼",1,2021-07-07 17:20:22
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 16:48:15
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 16:46:57
RT @ladyoforien: “Live! Live the wonderful life that is in you! Let nothing be lost upon you. Be always searching for new sensations. Be af…,0,2021-07-07 16:39:47
